Assay Name	Phenotype Name	Observable	Term Source Ref	Term Accession Number	Attribute	Term Source Ref	Term Accession Number	Value	Term Source Ref	Term Accession Number	Unit	Term Source Ref	Term Accession Number
PMI.IR_WHO.PMI2602.DDT 4.0%	mortality percentage:100.0, 4 % DDT	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI2603.Deltamethrin 0.05%	mortality percentage:100.0, 0.05 % deltamethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI2604.Fenitrothion 1.0%	mortality percentage:100.0, 1 % fenitrothion	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI2605.Lambda-cyhalothrin 0.05%	mortality percentage:100.0, 0.05 % lambda-cyhalothrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI2606.Permethrin 0.75%	mortality percentage:100.0, 0.75 % permethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI2607.Bendiocarb 0.1%	mortality percentage:100.0, 0.1 % bendiocarb	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI2608.DDT 4.0%	mortality percentage:100.0, 4 % DDT	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI2609.Deltamethrin 0.05%	mortality percentage:100.0, 0.05 % deltamethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI2610.Fenitrothion 1.0%	mortality percentage:100.0, 1 % fenitrothion	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI2611.Permethrin	mortality percentage:100.0,   permethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI2612.Bendiocarb 0.1%	mortality percentage:100.0, 0.1 % bendiocarb	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI2613.DDT 4.0%	mortality percentage:44.0, 4 % DDT	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	44.0			percent	UO	0000187
PMI.IR_WHO.PMI2614.Fenitrothion 0.1%	mortality percentage:100.0, 0.1 % fenitrothion	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI2615.Lambda-cyhalothrin 0.05%	mortality percentage:66.0, 0.05 % lambda-cyhalothrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	66.0			percent	UO	0000187
PMI.IR_WHO.PMI2616.Bendiocarb 0.1%	mortality percentage:100.0, 0.1 % bendiocarb	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI2617.DDT 4.0%	mortality percentage:30.0, 4 % DDT	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	30.0			percent	UO	0000187
PMI.IR_WHO.PMI2618.Fenitrothion 0.1%	mortality percentage:100.0, 0.1 % fenitrothion	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI2619.Lambda-cyhalothrin 0.05%	mortality percentage:45.0, 0.05 % lambda-cyhalothrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	45.0			percent	UO	0000187
PMI.IR_WHO.PMI2620.Bendiocarb 0.1%	mortality percentage:100.0, 0.1 % bendiocarb	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI2621.DDT 4.0%	mortality percentage:24.0, 4 % DDT	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	24.0			percent	UO	0000187
PMI.IR_WHO.PMI2622.Fenitrothion 0.1%	mortality percentage:100.0, 0.1 % fenitrothion	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI2623.Lambda-cyhalothrin 0.05%	mortality percentage:40.0, 0.05 % lambda-cyhalothrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	40.0			percent	UO	0000187
PMI.IR_WHO.PMI2624.Bendiocarb 0.1%	mortality percentage:100.0, 0.1 % bendiocarb	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI2626.Cyfluthrin 0.15%	mortality percentage:100.0, 0.15 % cyfluthrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI2627.DDT 4.0%	mortality percentage:23.0, 4 % DDT	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	23.0			percent	UO	0000187
PMI.IR_WHO.PMI2628.DDT 4.0%	mortality percentage:52.0, 4 % DDT	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	52.0			percent	UO	0000187
PMI.IR_WHO.PMI2629.Deltamethrin 0.05%	mortality percentage:100.0, 0.05 % deltamethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI2631.Etofenprox 0.5%	mortality percentage:72.0, 0.5 % etofenprox	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	72.0			percent	UO	0000187
PMI.IR_WHO.PMI2632.Lambda-cyhalothrin 0.05%	mortality percentage:49.0, 0.05 % lambda-cyhalothrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	49.0			percent	UO	0000187
PMI.IR_WHO.PMI2633.Lambda-cyhalothrin 0.05%	mortality percentage:68.0, 0.05 % lambda-cyhalothrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	68.0			percent	UO	0000187
PMI.IR_WHO.PMI2634.Malathion 5.0%	mortality percentage:100.0, 5 % malathion	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI2635.Permethrin 0.75%	mortality percentage:71.0, 0.75 % permethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	71.0			percent	UO	0000187
PMI.IR_WHO.PMI2636.Pirimiphos-methyl 1.0%	mortality percentage:100.0, 1 % pirimiphos-methyl	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI2638.Propoxur 0.1%	mortality percentage:100.0, 0.1 % propoxur	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI2639.Bendiocarb 0.1%	mortality percentage:100.0, 0.1 % bendiocarb	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI2641.Cyfluthrin 0.15%	mortality percentage:88.0, 0.15 % cyfluthrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	88.0			percent	UO	0000187
PMI.IR_WHO.PMI2642.DDT 4.0%	mortality percentage:53.0, 4 % DDT	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	53.0			percent	UO	0000187
PMI.IR_WHO.PMI2643.DDT 4.0%	mortality percentage:52.0, 4 % DDT	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	52.0			percent	UO	0000187
PMI.IR_WHO.PMI2644.Deltamethrin 0.05%	mortality percentage:93.0, 0.05 % deltamethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	93.0			percent	UO	0000187
PMI.IR_WHO.PMI2645.Etofenprox 0.5%	mortality percentage:91.0, 0.5 % etofenprox	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	91.0			percent	UO	0000187
PMI.IR_WHO.PMI2646.Lambda-cyhalothrin 0.05%	mortality percentage:80.0, 0.05 % lambda-cyhalothrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	80.0			percent	UO	0000187
PMI.IR_WHO.PMI2647.Lambda-cyhalothrin 0.05%	mortality percentage:89.0, 0.05 % lambda-cyhalothrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	89.0			percent	UO	0000187
PMI.IR_WHO.PMI2648.Malathion 5.0%	mortality percentage:100.0, 5 % malathion	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI2649.Permethrin 0.75%	mortality percentage:69.0, 0.75 % permethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	69.0			percent	UO	0000187
PMI.IR_WHO.PMI2650.Pirimiphos-methyl 1.0%	mortality percentage:100.0, 1 % pirimiphos-methyl	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI2651.Propoxur 0.1%	mortality percentage:100.0, 0.1 % propoxur	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI2652.Bendiocarb 0.1%	mortality percentage:100.0, 0.1 % bendiocarb	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI2653.Cyfluthrin 0.15%	mortality percentage:92.0, 0.15 % cyfluthrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	92.0			percent	UO	0000187
PMI.IR_WHO.PMI2654.DDT 4.0%	mortality percentage:24.0, 4 % DDT	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	24.0			percent	UO	0000187
PMI.IR_WHO.PMI2655.DDT 4.0%	mortality percentage:16.0, 4 % DDT	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	16.0			percent	UO	0000187
PMI.IR_WHO.PMI2656.Deltamethrin 0.05%	mortality percentage:58.0, 0.05 % deltamethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	58.0			percent	UO	0000187
PMI.IR_WHO.PMI2657.Etofenprox 0.5%	mortality percentage:51.0, 0.5 % etofenprox	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	51.0			percent	UO	0000187
PMI.IR_WHO.PMI2658.Lambda-cyhalothrin 0.05%	mortality percentage:27.0, 0.05 % lambda-cyhalothrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	27.0			percent	UO	0000187
PMI.IR_WHO.PMI2659.Malathion 5.0%	mortality percentage:100.0, 5 % malathion	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI2660.Permethrin 0.75%	mortality percentage:27.0, 0.75 % permethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	27.0			percent	UO	0000187
PMI.IR_WHO.PMI2661.Pirimiphos-methyl 1.0%	mortality percentage:100.0, 1 % pirimiphos-methyl	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI2662.Propoxur 0.1%	mortality percentage:91.0, 0.1 % propoxur	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	91.0			percent	UO	0000187
PMI.IR_WHO.PMI2663.Bendiocarb 0.1%	mortality percentage:98.0, 0.1 % bendiocarb	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	98.0			percent	UO	0000187
PMI.IR_WHO.PMI2664.Bendiocarb 0.1%	mortality percentage:100.0, 0.1 % bendiocarb	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI2665.Cyfluthrin 0.15%	mortality percentage:14.0, 0.15 % cyfluthrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	14.0			percent	UO	0000187
PMI.IR_WHO.PMI2666.DDT 4.0%	mortality percentage:15.0, 4 % DDT	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	15.0			percent	UO	0000187
PMI.IR_WHO.PMI2667.DDT 4.0%	mortality percentage:22.0, 4 % DDT	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	22.0			percent	UO	0000187
PMI.IR_WHO.PMI2668.Deltamethrin 0.05%	mortality percentage:55.0, 0.05 % deltamethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	55.0			percent	UO	0000187
PMI.IR_WHO.PMI2670.Deltamethrin 0.05%	mortality percentage:16.0, 0.05 % deltamethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	16.0			percent	UO	0000187
PMI.IR_WHO.PMI2671.Etofenprox 0.5%	mortality percentage:17.0, 0.5 % etofenprox	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	17.0			percent	UO	0000187
PMI.IR_WHO.PMI2672.Lambda-cyhalothrin 0.05%	mortality percentage:31.0, 0.05 % lambda-cyhalothrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	31.0			percent	UO	0000187
PMI.IR_WHO.PMI2674.Lambda-cyhalothrin 0.05%	mortality percentage:27.0, 0.05 % lambda-cyhalothrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	27.0			percent	UO	0000187
PMI.IR_WHO.PMI2675.Malathion 5.0%	mortality percentage:100.0, 5 % malathion	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI2676.Permethrin 0.75%	mortality percentage:4.0, 0.75 % permethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	4.0			percent	UO	0000187
PMI.IR_WHO.PMI2677.Pirimiphos-methyl 1.0%	mortality percentage:100.0, 1 % pirimiphos-methyl	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI2679.Propoxur 0.1%	mortality percentage:100.0, 0.1 % propoxur	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI2680.Bendiocarb 0.1%	mortality percentage:100.0, 0.1 % bendiocarb	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI2681.Cyfluthrin 0.15%	mortality percentage:93.0, 0.15 % cyfluthrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	93.0			percent	UO	0000187
PMI.IR_WHO.PMI2682.DDT 4.0%	mortality percentage:48.0, 4 % DDT	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	48.0			percent	UO	0000187
PMI.IR_WHO.PMI2683.DDT 4.0%	mortality percentage:26.7, 4 % DDT	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	26.7			percent	UO	0000187
PMI.IR_WHO.PMI2684.Deltamethrin 0.05%	mortality percentage:87.0, 0.05 % deltamethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	87.0			percent	UO	0000187
PMI.IR_WHO.PMI2685.Etofenprox 0.5%	mortality percentage:59.0, 0.5 % etofenprox	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	59.0			percent	UO	0000187
PMI.IR_WHO.PMI2686.Lambda-cyhalothrin 0.05%	mortality percentage:75.0, 0.05 % lambda-cyhalothrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	75.0			percent	UO	0000187
PMI.IR_WHO.PMI2687.Malathion 5.0%	mortality percentage:100.0, 5 % malathion	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI2688.Permethrin 0.75%	mortality percentage:47.0, 0.75 % permethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	47.0			percent	UO	0000187
PMI.IR_WHO.PMI2689.Pirimiphos-methyl 1.0%	mortality percentage:100.0, 1 % pirimiphos-methyl	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI2690.Propoxur 0.1%	mortality percentage:100.0, 0.1 % propoxur	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI2691.Bendiocarb 0.1%	mortality percentage:99.0, 0.1 % bendiocarb	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	99.0			percent	UO	0000187
PMI.IR_WHO.PMI2693.Bendiocarb 0.1%	mortality percentage:100.0, 0.1 % bendiocarb	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI2694.DDT 4.0%	mortality percentage:33.0, 4 % DDT	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	33.0			percent	UO	0000187
PMI.IR_WHO.PMI2695.DDT 4.0%	mortality percentage:39.0, 4 % DDT	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	39.0			percent	UO	0000187
PMI.IR_WHO.PMI2696.Deltamethrin 0.05%	mortality percentage:100.0, 0.05 % deltamethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI2697.Etofenprox 0.5%	mortality percentage:91.0, 0.5 % etofenprox	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	91.0			percent	UO	0000187
PMI.IR_WHO.PMI2698.Lambda-cyhalothrin 0.05%	mortality percentage:86.0, 0.05 % lambda-cyhalothrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	86.0			percent	UO	0000187
PMI.IR_WHO.PMI2699.Lambda-cyhalothrin 0.05%	mortality percentage:95.0, 0.05 % lambda-cyhalothrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	95.0			percent	UO	0000187
PMI.IR_WHO.PMI2701.Permethrin 0.75%	mortality percentage:86.0, 0.75 % permethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	86.0			percent	UO	0000187
PMI.IR_WHO.PMI2702.Pirimiphos-methyl 1.0%	mortality percentage:100.0, 1 % pirimiphos-methyl	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI2704.Propoxur 0.1%	mortality percentage:100.0, 0.1 % propoxur	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI2706.Alphacypermethrin 0.05%	mortality percentage:69.0, 0.05 % alpha-cypermethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	69.0			percent	UO	0000187
PMI.IR_WHO.PMI2708.Bendiocarb 0.1%	mortality percentage:100.0, 0.1 % bendiocarb	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI2711.Cyfluthrin 0.15%	mortality percentage:40.0, 0.15 % cyfluthrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	40.0			percent	UO	0000187
PMI.IR_WHO.PMI2713.DDT 4.0%	mortality percentage:91.5, 4 % DDT	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	91.5			percent	UO	0000187
PMI.IR_WHO.PMI2715.Deltamethrin 0.05%	mortality percentage:23.0, 0.05 % deltamethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	23.0			percent	UO	0000187
PMI.IR_WHO.PMI2717.Etofenprox 0.5%	mortality percentage:56.0, 0.5 % etofenprox	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	56.0			percent	UO	0000187
PMI.IR_WHO.PMI2719.Fenitrothion 0.1%	mortality percentage:100.0, 0.1 % fenitrothion	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI2721.Lambda-cyhalothrin 0.05%	mortality percentage:30.0, 0.05 % lambda-cyhalothrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	30.0			percent	UO	0000187
PMI.IR_WHO.PMI2723.Malathion 5.0%	mortality percentage:99.0, 5 % malathion	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	99.0			percent	UO	0000187
PMI.IR_WHO.PMI2725.Permethrin 0.75%	mortality percentage:31.0, 0.75 % permethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	31.0			percent	UO	0000187
PMI.IR_WHO.PMI2727.Pirimiphos-methyl 1.0%	mortality percentage:100.0, 1 % pirimiphos-methyl	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI2728.Propoxur 0.1%	mortality percentage:100.0, 0.1 % propoxur	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI2729.Propoxur 0.1%	mortality percentage:100.0, 0.1 % propoxur	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI2730.Bendiocarb 0.1%	mortality percentage:99.0, 0.1 % bendiocarb	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	99.0			percent	UO	0000187
PMI.IR_WHO.PMI2731.Bendiocarb 0.1%	mortality percentage:100.0, 0.1 % bendiocarb	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI2732.Etofenprox 0.5%	mortality percentage:87.0, 0.5 % etofenprox	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	87.0			percent	UO	0000187
PMI.IR_WHO.PMI2733.Etofenprox 0.5%	mortality percentage:73.0, 0.5 % etofenprox	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	73.0			percent	UO	0000187
PMI.IR_WHO.PMI2734.Pirimiphos-methyl 1.0%	mortality percentage:100.0, 1 % pirimiphos-methyl	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI2736.Alphacypermethrin 0.05%	mortality percentage:100.0, 0.05 % alpha-cypermethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI2737.Bendiocarb 0.1%	mortality percentage:96.0, 0.1 % bendiocarb	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	96.0			percent	UO	0000187
PMI.IR_WHO.PMI2738.Bendiocarb 0.1%	mortality percentage:97.0, 0.1 % bendiocarb	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	97.0			percent	UO	0000187
PMI.IR_WHO.PMI2739.DDT 4.0%	mortality percentage:36.0, 4 % DDT	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	36.0			percent	UO	0000187
PMI.IR_WHO.PMI2740.Deltamethrin 0.05%	mortality percentage:86.0, 0.05 % deltamethrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	86.0			percent	UO	0000187
PMI.IR_WHO.PMI2741.Etofenprox 0.5%	mortality percentage:75.0, 0.5 % etofenprox	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	75.0			percent	UO	0000187
PMI.IR_WHO.PMI2742.Lambda-cyhalothrin 0.05%	mortality percentage:53.0, 0.05 % lambda-cyhalothrin	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	53.0			percent	UO	0000187
PMI.IR_WHO.PMI2743.Pirimiphos-methyl 1.0%	mortality percentage:100.0, 1 % pirimiphos-methyl	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI2744.Propoxur 0.1%	mortality percentage:100.0, 0.1 % propoxur	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
PMI.IR_WHO.PMI2745.Bendiocarb 0.1%	mortality percentage:100.0, 0.1 % bendiocarb	insecticide resistance	MIRO	00000021	mortality rate	VBcv	0000703	100.0			percent	UO	0000187
